,labels,text,prediction
28898,0,"Big Data Strategies for Data Center Infrastructure Management Using a 3D Gaming Platform High Performance Computing (HPC) is intrinsically linked to effective Data Center Infrastructure Management (DCIM). Cloud services and HPC have become key components in Department of Defense and corporate Information Technology competitive strategies in the global and commercial spaces. As a result, the reliance on consistent, reliable Data Center space is more critical than ever. The costs and complexity of providing quality DCIM are constantly being tested and evaluated by the United States Government and companies such as Google, Microsoft and Facebook. This paper will demonstrate a system where Big Data strategies and 3D gaming technology is leveraged to successfully monitor and analyze multiple HPC systems and a lights-out modular HP EcoPOD 240a Data Center on a singular platform. Big Data technology and a 3D gaming platform enables the relative real time monitoring of 5000 environmental sensors, more than 3500 IT data points and display visual analytics of the overall operating condition of the Data Center from a command center over 100 miles away. In addition, the Big Data model allows for in depth analysis of historical trends and conditions to optimize operations achieving even greater efficiencies and reliability.",1
29112,0,"Multi-source self-calibration: Unveiling the microJy population of compact radio sources Context. Very Long Baseline Interferometry (VLBI) data are extremely sensitive to the phase stability of the VLBI array. This is especially important when we reach {\mu}Jy r.m.s. sensitivities. Calibration using standard phase referencing techniques is often used to improve the phase stability of VLBI data but the results are often not optimal. This is evident in blank fields that do not have in-beam calibrators. Aims. We present a calibration algorithm termed Multi-Source Self-Calibration (MSSC) which can be used after standard phase referencing on wide-field VLBI observations. This is tested on a 1.6 GHz wide-field VLBI data set of the Hubble Deep Field-North and the Hubble Flanking Fields. Methods. MSSC uses multiple target sources detected in the field via standard phase referencing techniques and modifies the visibili- ties so that each data set approximates to a point source. These are combined to increase the signal to noise and permit self-calibration. In principle, this should allow residual phase changes caused by the troposphere and ionosphere to be corrected. By means of faceting, the technique can also be used for direction dependent calibration. Results. Phase corrections, derived using MSSC, were applied to a wide-field VLBI data set of the HDF-N comprising of 699 phase centres. MSSC was found to perform considerably better than standard phase referencing and single source self-calibration. All detected sources exhibited dramatic improvements in dynamic range. Using MSSC, one source reached the detection threshold taking the total detected sources to twenty. 60% of these sources can now be imaged with uniform weighting compared to just 45% with standard phase referencing. The Parseltongue code which implements MSSC has been released and made publicly available to the astronomical community (https://github.com/jradcliffe5/multi_self_cal).",1
29167,0,Relativistic semiclassical wave equation and its solution The properties of relativistic particles in the quasiclassical region are investigated. The relativistic semiclassical wave equation appropriate in the quasiclassical region is derived. It is shown that the leading-order WKB quantization rule is the appropriate method to solve the equation obtained.,1
29229,0,"Properties of a one-dimensional periodicity of the gravitational interaction We briefly discuss the possibility to describe with a formalism, analogous to the Bragg law and the transfer matrix method used for photonic crystals, the behaviour of the kinetic energy of an object travelling through a one-dimensional (1D) modulation of the gravitational interaction, i.e. a 1D gravitational crystal. We speculate that certain ranges of the kinetic energy of an object with mass m and speed v cannot travel through the crystal, giving rise to a gravitational gap.",1
29329,0,"Hannay Angle: Yet Another Symmetry Protected Topological Order Parameter in Classical Mechanics Topological way of thinking now goes beyond conventional solid materials, and topological characterization of classical mechanical systems governed by Newton's equation of motion begins to attract much attention. To have a deeper insight on physical meaning of topological numbers in mechanical systems, we demonstrate the use of the Hannay angle, a classical counterpart of the Berry phase, as a symmetry protected topological order parameter. We first derive the Hannay angle using a canonical transformation that maps the Newton's equation to the Schr\""{o}dinger type equation. The Hannay angle is then used to characterize a simple spring-mass model topologically with a particular focus on the bulk-edge correspondence and new aspects of the symmetry in a classical system.",1
29396,0,"Limiting Behaviour of Fr\'echet Means in the Space of Phylogenetic Trees As demonstrated in our previous work on ${\boldsymbol T}_{4}$, the space of phylogenetic trees with four leaves, the global, as well as the local, topological structure of the space plays an important role in the non-classical limiting behaviour of the sample Fr\'echet means of a probability distribution on ${\boldsymbol T}_{4}$. Nevertheless, the techniques used in that paper were specific to ${\boldsymbol T}_{4}$ and cannot be adapted to analyse Fr\'echet means in the space ${\boldsymbol T}_{m}$ of phylogenetic trees with $m(\geqslant5)$ leaves. To investigate the latter, this paper first studies the log map of ${\boldsymbol T}_{m}$, a generalisation of the inverse of the exponential map on a Riemannian manifold. Then, in terms of a modified version of the log map, we characterise Fr\'echet means in ${\boldsymbol T}_{m}$ that lie in top-dimensional or co-dimension one strata. We derive the limiting distributions for the corresponding sample Fr\'echet means, generalising our previous results. In particular, the results show that, although they are related to the Gaussian distribution, the forms taken by the limiting distributions depend on the co-dimensions of the strata in which the Fr\'echet means lie.",1
29481,0,"Simulation Platform for Multi Agent Based Manufacturing Control System Based on The Hybrid Agent Agent based distributed manufacturing control and scheduling systems are subsets of new manufacturing systems. Multi agent systems (MAS) not only drive design and engineering control solutions but also influence flexibility, agility, and re-configurability, which makes MASs a better centralized systems than its traditional counterparts. However, implementation of all MASs in the real factories are timely, also extremely costly. A simulation environment that would allow independent development and testing of the services and business processes of the related manufacturing hardware is needed. This paper presents the design and implementation of a userfriendly simulation platform for multi agent based manufacturing control systems by considering the shop floor level. The proposed simulation platform can simulate the software level of the factory by considering the hardware level of the mentioned factory. An example of the simulation platform is presented for a flexible manufacturing system, which is located in EMU CIM lab.",1
29488,0,"The CHIANTI atomic database The CHIANTI atomic database was first released in 1996 and has had a huge impact on the analysis and modeling of emissions from astrophysical plasmas. The database has continued to be updated, with version 8 released in 2015. Atomic data for modeling the emissivities of 246 ions and neutrals are contained in CHIANTI, together with data for deriving the ionization fractions of all elements up to zinc. The different types of atomic data are summarized here and their formats discussed. Statistics on the impact of CHIANTI to the astrophysical community are given and examples of the diverse range of applications are presented.",1
29558,0,"Double occupancy in DMFT and the Dual Boson approach We discuss the calculation of the double occupancy using Dynamical Mean-Field Theory (DMFT) in finite dimensions. The double occupancy can be determined from the susceptibility of the auxiliary impurity model or from the lattice susceptibility. The former method underestimates, whereas the latter overestimates the double occupancy. We illustrate this for the square-lattice Hubbard model. We propose an approach for which both methods lead to identical results by construction and which resolves this ambiguity. This self-consistent dual boson scheme results in a double occupancy that is numerically close to benchmarks available in the literature.",1
29574,0,"Exploring magnetized liner inertial fusion with a semi-analytic model In this paper, we explore magnetized liner inertial fusion (MagLIF) [S. A. Slutz et al., Phys. Plasmas 17, 056303 (2010)] using a semi-analytic model [R. D. McBride and S. A. Slutz, Phys. Plasmas 22, 052708 (2015)]. Specifically, we present simulation results from this model that: (a) illustrate the parameter space, energetics, and overall system efficiencies of MagLIF; (b) demonstrate the dependence of radiative loss rates on the radial fraction of the fuel that is preheated; (c) explore some of the recent experimental results of the MagLIF program at Sandia National Laboratories [M. R. Gomez et al., Phys. Rev. Lett. 113, 155003 (2014)]; (d) highlight the experimental challenges presently facing the MagLIF program; and (e) demonstrate how increases to the preheat energy, fuel density, axial magnetic field, and drive current could affect future MagLIF performance.",1
29639,0,"Convergence of the Gutt Star Product: A strict Deformation Quantization This work is the final version of my master thesis. Many, but not all of its key results are already available as a preprint with Chiara Esposito and Stefan Waldmann on arxiv.org under the title ""Convergence of the Gutt Star Product"", which has been submitted to a journal. The main goal of this work is to understand a certain deformation of the commutative product on the symmetric tensor algebra over a given (locally convex) Lie algebra in a topological setting. Therefore, the tensor algebra over the Lie algebra is topologized in a locally convex manner. This finally provides a new example of a strict deformation quantization, i.e. a continuous star product. The related formal star product was found by Simone Gutt and is therefore called the Gutt star product. Together with this star product, the symmetric tensor algebra is isomorphic to the universal enveloping algebra of the Lie algebra. Hence, this work also presents an explicit locally convex topology on the universal enveloping algebra of certain locally convex Lie algebras. Since this construction has good functorial properties, it is also an interesting object of study not only in quantization and quantum group theory, but also in Lie theory.",1
29646,0,"Grafalgo - A Library of Graph Algorithms and Supporting Data Structures (revised) This report provides an (updated) overview of {\sl Grafalgo}, an open-source library of graph algorithms and the data structures used to implement them. The programs in this library were originally written to support a graduate class in advanced data structures and algorithms at Washington University. Because the code's primary purpose was pedagogical, it was written to be as straightforward as possible, while still being highly efficient. Grafalgo is implemented in C++ and incorporates some features of C++11. The library is available on an open-source basis and may be downloaded from https://code.google.com/p/grafalgo/. Source code documentation is at www.arl.wustl.edu/\textasciitilde jst/doc/grafalgo. While not designed as production code, the library is suitable for use in larger systems, so long as its limitations are understood. The readability of the code also makes it relatively straightforward to extend it for other purposes.",1
29753,0,"STEVE - Space-Time-Enclosing Volume Extraction The novel STEVE (i.e., Space-Time-Enclosing Volume Extraction) algorithm is described here for the very first time. It generates iso-valued hypersurfaces that may be implicitly contained in four-dimensional (4D) data sets, such as temporal sequences of three-dimensional images from time-varying computed tomography. Any final hypersurface that will be generated by STEVE is guaranteed to be free from accidental rifts, i.e., it always fully encloses a region in the 4D space under consideration. Furthermore, the information of the interior/exterior of the enclosed regions is propagated to each one of the tetrahedrons, which are embedded into 4D and which in their union represent the final, iso-valued hypersurface(s). STEVE is usually executed in a purely data-driven mode, and it uses lesser computational resources than other techniques that also generate simplex-based manifolds of codimension 1.",1
29795,0,"Hilbert space inner products for PT-symmetric Su-Schrieffer-Heeger models A Su-Schrieffer-Heeger model with added PT-symmetric boundary term is studied in the framework of pseudo-hermitian quantum mechanics. For two special cases, a complete set of pseudometrics is constructed in closed form. When complemented with a condition of positivity, the pseudometrics determine all the physical inner products of the considered model.",1
29970,0,"Chiral Surface Modes in Three-Dimensional Topological Insulators Where chiral modes should appear is an essential question for the quantum anomalous Hall (QAH) effect in three-dimensional topological insulators (3DTIs). In this Letter, we show that in a slab of ferromagnetic 3DTI subjected to a uniform exchange field normal to its top and bottom surfaces, the QAH effect creates a single chiral surface mode delocalized on the side faces. In a nonmagnetic 3DTI, analogously, delocalized helical modes consisting of a pair of oppositely propagating chiral surface modes are produced by the quantum spin Hall effect.",1
30018,0,"Calibration of the Liverpool Telescope RINGO3 polarimeter We present an analysis of polarimetric observations of standard stars performed over the period of more than three years with the RINGO3 polarimeter mounted on the Liverpool Telescope. The main objective was to determine the instrumental polarisation of the RINGO3 polarimeter in three spectral energy ranges: blue (350--640~nm), green (650--760~nm) and red (770--1000~nm). The observations were conducted between 2012 and 2016. The total time span of 1126 days was split into five epochs due to the hardware changes to the observing system. Our results should be applied to calibrate all polarimetric observations performed with the RINGO3 polarimeter.",1
30077,0,"Introduction to Statistical Physics outside Physics We review the possibilities and difficulties for statistical physicists if they apply their methods to biology, economics, or sociology.",1
30119,0,"Strong Ly alpha Emission in the Proximate Damped Ly alpha Absorption Trough toward the Quasar SDSS J095253.83+011422.0 SDSS J095253.83+011422.0 (SDSS J0952+0114) was reported by Hall et al. (2004) as an exotic quasar at $z_{\rm em}=3.020$. In contrast to prominent broad metal--line emissions with FWHM~9000 km/s, only a narrow Ly \alpha emission line is present with FWHM~1000 km/s. The absence of broad Ly alpha emission line has been a mystery for more than a decade. In this paper, we demonstrate that this is due to dark Proximate Damped Ly alpha Absorption (PDLA) at $z_{\rm abs}=3.010$ by identifying associated Lyman absorption line series from the damped Ly beta up to Ly9, as well as the Lyman limit absorption edge. The PDLA cloud has a column density of $\log N_{\rm H\,I}({\rm cm}^{-2})=21.8\pm0.2$, a metallicity of [Zn/H]$&gt;-1.0$, and a spatial extent exceeding the Narrow Emission Line Region (NELR) of the quasar. With a luminosity of $L_{{\rm Ly}\alpha}\sim10^{45}$ erg s$^{-1}$, the residual Ly alpha emission superposed on the PDLA trough is of two orders of magnitude stronger than previous reports. This is best explained as re-radiated photons arising from the quasar outflowing gas at a scale larger than the NELR. The PDLA here, acting like a natural coronagraph, provides us with a good insight into the illuminated gas in the vicinity of the quasar, which are usually hard to resolve due to their small size and ""seeing fuzz"" of bright quasars. Notably, SDSS J0952+0114 analogs might be easily omitted in the spectroscopic surveys of DLAs and PDLAs, as their damped Ly alpha troughs can be fully filled by additional strong Ly alpha emissions. Our preliminary survey shows that such systems are not very rare. They are potentially a unique sample for probing strong quasar feedback phenomena in the early universe.",1
30122,0,"Symmetric and asymmetric solitons in dual-core couplers with competing quadratic and cubic nonlinearities We consider the model of a dual-core spatial-domain coupler with chi^(2) and chi^(3) nonlinearities acting in two parallel cores. We construct families of symmetric and asymmetric solitons in the system with self-defocusing chi^(3) terms, and test their stability. The transition from symmetric to asymmetric soliton branches, and back to the symmetric ones proceeds via a bifurcation loop. A pair of stable asymmetric branches emerge from the symmetric family via a supercritical bifurcation; eventually, the asymmetric branches merge back into the symmetric one through a reverse bifurcation. The existence of the loop is explained by means of an extended version of the cascading approximation for the chi^(2) interaction, which takes into regard the XPM part of the chi(3) interaction. When the inter-core coupling is weak, the bifurcation loop features a concave shape, with the asymmetric branches losing their stability at the turning points. In addition to the two-color solitons, which are built of the fundamental-frequency (FF) and second-harmonic (SH) components, in the case of the self-focusing chi^(3) nonlinearity we also consider single-color solitons, which contain only the SH component, but may be subject to the instability against FF perturbations. Asymmetric single-color solitons are always unstable, whereas the symmetric ones are stable, provided that they do not coexist with two-color counterparts. Collisions between tilted solitons are studied too.",1
30138,0,"Efficiency of a Multi-Reference Coupled Cluster method The multi-reference Coupled Cluster method first proposed by Meller et al (J. Chem. Phys. 1996) has been implemented and tested. Guess values of the amplitudes of the single and double excitations (the ${\hat T}$ operator) on the top of the references are extracted from the knowledge of the coefficients of the Multi Reference Singles and Doubles Configuration Interaction (MRSDCI) matrix. The multiple parentage problem is solved by scaling these amplitudes on the interaction between the references and the Singles and Doubles. Then one proceeds to a dressing of the MRSDCI matrix under the effect of the Triples and Quadruples, the coefficients of which are estimated from the action of ${\hat T}^2$. This dressing follows the logics of the intermediate effective Hamiltonian formalism. The dressed MRSDCI matrix is diagonalized and the process is iterated to convergence. The method is tested on a series of benchmark systems from Complete Active Spaces (CAS) involving 2 or 4 active electrons up to bond breakings. The comparison with Full Configuration Interaction (FCI) results shows that the errors are of the order of a few milli-hartree, five times smaller than those of the CASSDCI. The method is totally uncontracted, parallelizable, and extremely flexible since it may be applied to selected MR and/or selected SDCI. Some potential generalizations are briefly discussed.",1
30153,0,"Massive and massless Dirac fermions in Pb1-xSnxTe topological crystalline insulator probed by magneto-optical absorption Dirac fermions in condensed matter physics hold great promise for novel fundamental physics, quantum devices and data storage applications. IV-VI semiconductors, in the inverted regime, have been recently shown to exhibit massless topological surface Dirac fermions protected by crystalline symmetry, as well as massive bulk Dirac fermions. Under a strong magnetic field (B), both surface and bulk states are quantized into Landau levels that disperse as B^1/2, and are thus difficult to distinguish. In this work, magneto-optical absorption is used to probe the Landau levels of high mobility Bi-doped Pb0.54Sn0.46Te topological crystalline insulator (111)-oriented films. The high mobility achieved in these thin film structures allows us to probe and distinguish the Landau levels of both surface and bulk Dirac fermions and extract valuable quantitative information about their physical properties. This work paves the way for future magnetooptical and electronic transport experiments aimed at manipulating the band topology of such materials.",1
30526,0,"A 5x10^9 Solar Mass Black Hole in NGC 1277 from Adaptive Optics Spectroscopy The nearby lenticular galaxy NGC 1277 is thought to host one of the largest black holes known, however the black hole mass measurement is based on low spatial resolution spectroscopy. In this paper, we present Gemini Near-infrared Integral Field Spectrometer observations assisted by adaptive optics. We map out the galaxy's stellar kinematics within ~440 pc of the nucleus with an angular resolution that allows us to probe well within the region where the potential from the black hole dominates. We find that the stellar velocity dispersion rises dramatically, reaching ~550 km/s at the center. Through orbit-based, stellar-dynamical models we obtain a black hole mass of (4.9 \pm 1.6) x 10^9 Msun (1-sigma uncertainties). Although the black hole mass measurement is smaller by a factor of ~3 compared to previous claims based on large-scale kinematics, NGC 1277 does indeed contain one of the most massive black holes detected to date, and the black hole mass is an order of magnitude larger than expectations from the empirical relation between black hole mass and galaxy luminosity. Given the galaxy's similarities to the higher redshift (z~2) massive quiescent galaxies, NGC 1277 could be a relic, passively evolving since that period. A population of local analogs to the higher redshift quiescent galaxies that also contain over-massive black holes may suggest that black hole growth precedes that of the host galaxy.",1
30542,0,"Off-Criticality and the Massive Brownian Loop Soup We introduce a natural ""massive"" version of the Brownian loop soup of Lawler and Werner which displays conformal covariance and exponential decay. We show that this massive Brownian loop soup arises as the near-critical scaling limit of a random walk loop soup with killing and is related to the massive SLE(2) identified by Makarov and Smirnov as the near-critical scaling limit of a loop-erased random walk with killing. We conjecture that the massive Brownian loop soup describes the zero level lines of the massive Gaussian free field, and discuss possible relations to other models, such as Ising, in the off-critical regime.",1
30589,0,"A view on coupled cluster perturbation theory using a bivariational Lagrangian formulation We consider two distinct coupled cluster (CC) perturbation series that both expand the difference between the energies of the CCSD (CC with single and double excitations) and CCSDT (CC with single, double, and triple excitations) models in orders of the M{\o}ller-Plesset fluctuation potential. We initially introduce the E-CCSD(T-$n$) series, in which the CCSD amplitude equations are satisfied at the expansion point, and compare it to the recently developed CCSD(T-$n$) series [J. Chem. Phys. 140, 064108 (2014)], in which not only the CCSD amplitude, but also the CCSD multiplier equations are satisfied at the expansion point. The computational scaling is similar for the two series, and both are term-wise size extensive with a formal convergence towards the CCSDT target energy. However, the two series are different, and the CCSD(T-$n$) series is found to exhibit a more rapid convergence up through the series, which we trace back to the fact that more information at the expansion point is utilized than for the E-CCSD(T-$n$) series. The present analysis can be generalized to any perturbation expansion representing the difference between a parent CC model and a higher-level target CC model. In general, we demonstrate that, whenever the parent parameters depend upon the perturbation operator, a perturbation expansion of the CC energy (where only parent amplitudes are used) differs from a perturbation expansion of the CC Lagrangian (where both parent amplitudes and parent multipliers are used). For the latter case, the bivariational Lagrangian formulation becomes more than a convenient mathematical tool, since it facilitates a different and faster convergent perturbation series than the simpler energy-based expansion.",1
30601,0,"Exploring the 2MASS Extended and Point Source Catalogs with Clustering Redshifts The Two-Micron All-Sky Survey (2MASS) has mapped out the low-redshift Universe down to $K_S\sim14$ mag. As its near-infrared photometry primarily probes the featureless Rayleigh-Jeans tail of galaxy spectral energy distributions, colour-based redshift estimation is rather uninformative. Until now, redshift estimates for this dataset have relied on optical follow-up suffering from selection biases. Here we use the newly-developed technique of clustering-based redshift estimation to infer the redshift distribution of the 2MASS sources regardless of their optical properties. We characterise redshift distributions of objects from the Extended Source Catalogue as a function of near-infrared colours and brightness and report some observed trends. We also apply the clustering redshift technique to dropout populations, sources with non-detections in one or more near-infrared bands, and present their redshift distributions. Combining all extended sources, we confirm with clustering redshifts that the distribution of this sample extends up to $z\sim0.35$. % We perform a similar analysis with the Point Source Catalogue and show that it can be separated into stellar and extragalactic contributions with galaxies reaching $z\sim0.7$. We estimate that the Point Source Catalogue contains 1.6 million extragalactic objects: as many as in the Extended Source Catalogue but probing a cosmic volume ten times larger.",1
30679,0,"Introduction to the Special Issue on Sounding Rockets and Instrumentation Rocket technology, originally developed for military applications, has provided a low-cost observing platform to carry critical and rapid-response scientific investigations for over 70 years. Even with the development of launch vehicles that could put satellites into orbit, high altitude sounding rockets have remained relevant. In addition to science observations, sounding rockets provide a unique technology test platform and a valuable training ground for scientists and engineers. Most importantly, sounding rockets remain the only way to explore the tenuous regions of the Earth's atmosphere (the upper stratosphere, mesosphere, and lower ionosphere/thermosphere) above balloon altitudes ($\sim$40 km) and below satellite orbits ($\sim$160 km). They can lift remote sensing telescope payloads with masses up to 400 kg to altitudes of 350 km providing observing times of up to 6 minutes above the blocking influence of Earth's atmosphere. Though a number of sounding rocket research programs exist around the world, this article focuses on the NASA Sounding Rocket Program, and particularly on the astrophysical and solar sounding rocket payloads.",1
30723,0,Resonance-enhanced waveguide-coupled silicon-germanium detector A photodiode with 0.55$\pm$0.1 A/W responsivity at a wavelength of 1176.9 nm has been fabricated in a 45 nm microelectronics silicon-on-insulator foundry process. The resonant waveguide photodetector exploits carrier generation in silicon-germanium (SiGe) within a microring which is compatible with high-performance electronics. A 3 dB bandwidth of 5 GHz at -4 V bias is obtained with a dark current of less than 20 pA.,1
30908,0,"Topological Nonsymmorphic Crystalline Superconductors Topological superconductors possess a nodeless superconducting gap in the bulk and gapless zero energy modes, known as ""Majorana zero modes"", at the boundary of a finite system. In this work, we introduce a new class of topological superconductors, which are protected by nonsymmorphic crystalline symmetry and thus dubbed ""topological nonsymmorphic crystalline superconductors"". We construct an explicit Bogoliubov-de Gennes type of model for this superconducting phase in the D class and show how Majorana zero modes in this model are protected by glide symmetry. Furthermore, we generalize the classification of topological nonsymmorphic crystalline superconductors to the classes with time reversal symmetry, including the DIII and BDI classes, in two dimensions. Our theory provides a guidance to search for new topological superconducting materials with nonsymmorphic crystal structures.",1
30941,0,"Nanoscale femtosecond imaging of transient hot solid density plasmas with elemental and charge state sensitivity using resonant coherent diffraction Here we propose to exploit the low energy bandwidth, small wavelength and penetration power of ultrashort pulses from XFELs for resonant Small Angle Scattering (SAXS) on plasma structures in laser excited plasmas. Small angle scattering allows to detect nanoscale density fluctuations in forward scattering direction. Typically, the SAXS signal from laser excited plasmas is expected to be dominated by the free electron distribution. We propose that the ionic scattering signal becomes visible when the X-ray energy is in resonance with an electron transition between two bound states (Resonant coherent X-ray diffraction, RCXD). In this case the scattering cross-section dramatically increases so that the signal of X-ray scattering from ions silhouettes against the free electron scattering background which allows to measure the opacity and derived quantities with high spatial and temporal resolution, being fundamentally limited only by the X-ray wavelength and timing. Deriving quantities such as ion spatial distribution, charge state distribution and plasma temperature with such high spatial and temporal resolution will make a vast number of processes in shortpulse laser-solid interaction accessible for direct experimental observation e.g. hole-boring and shock propagation, filamentation and instability dynamics, electron transport, heating and ultrafast ionization dynamics.",1
31005,0,"Thick Presentism and Newtonian Mechanics In the present paper I argue that the formalism of Newtonian mechanics stems directly from the general principle to be called the principle of microlevel reducibility which physical systems obey in the realm of classical physics. This principle assumes, first, that all the properties of physical systems must be determined by their states at the current moment of time, in a slogan form it is ""only the present matters to physics."" Second, it postulates that any physical system is nothing but an ensemble of structureless particles arranged in some whose interaction obeys the superposition principle. I substantiate this statement and demonstrate directly how the formalism of differential equations, the notion of forces in Newtonian mechanics, the concept of phase space and initial conditions, the principle of least actions, etc. result from the principle of microlevel reducibility. The philosophical concept of thick presentism and the introduction of two dimensional time---physical time and meta-time that are mutually independent on infinitesimal scales---are the the pivot points in these constructions.",1
31012,0,"Degeneration scheme of 4-dimensional Painlev\'e-type equations Four 4-dimensional Painlev\'e-type equations are obtained by isomonodromic deformation of Fuchsian equations: they are the Garnier system in two variables, the Fuji-Suzuki system, the Sasano system, and the sixth matrix Painlev\'e system. Degenerating these four source equations, we systematically obtained other 4-dimensional Painlev\'e-type equations. If we only consider Painlev\'e-type equations whose associated linear equations are of unramified type, there are 22 types of 4-dimensional Painlev\'e-type equations: 9 of them are partial differential equations, 13 of them are ordinary differential equations. Some well-known equations such as Noumi-Yamada systems are included in this list. They are written as Hamiltonian systems, and their Hamiltonians are neatly written using Hamiltonians of the classical Painlev\'e equations.",1
31061,0,"Quasars can be used to verify the parallax zero-point of the Tycho-Gaia Astrometric Solution Context. The Gaia project will determine positions, proper motions, and parallaxes for more than one billion stars in our Galaxy. It is known that Gaia's two telescopes are affected by a small but significant variation of the basic angle between them. Unless this variation is taken into account during data processing, e.g. using on-board metrology, it causes systematic errors in the astrometric parameters, in particular a shift of the parallax zero-point. Previously, we suggested an early reduction of Gaia data for the subset of Tycho-2 stars (Tycho-Gaia Astrometric Solution; TGAS). Aims. We aim to investigate whether quasars can be used to independently verify the parallax zero-point already in early data reductions. This is not trivially possible as the observation interval is too short to disentangle parallax and proper motion for the quasar subset. Methods. We repeat TGAS simulations but additionally include simulated Gaia observations of quasars from ground-based surveys. All observations are simulated with basic angle variations. To obtain a full astrometric solution for the quasars in TGAS we explore the use of prior information for their proper motions. Results. It is possible to determine the parallax zero-point for the quasars with a few {\mu}as uncertainty, and it agrees to a similar precision with the zero-point for the Tycho-2 stars. The proposed strategy is robust even for quasars exhibiting significant fictitious proper motion due to a variable source structure, or when the quasar subset is contaminated with stars misidentified as quasars. Conclusions. Using prior information about quasar proper motions we could provide an independent verification of the parallax zero-point in early solutions based on less than one year of Gaia data.",1
31104,0,"Attractors in spacetimes and time functions We develop a new approach to the existence of time functions on Lorentzian manifolds, based on Conley's work regarding Lyapunov functions for dynamical systems. We recover Hawking's result that a stably causal admits a time function through a more general result giving the existence of a continuous function that is non decreasing along all future directed causal curves, and increasing along such curves that lie outside a special region of the spacetime, called the chain recurrent set, which is empty for stably causal spacetimes. The construction is based on a notion of attractive sets in spacetimes.",1
31165,0,"Olivier Chesneau's work on massive stars Olivier Chesneau challenged several fields of observational stellar astrophysics with bright ideas and an impressive amount of work to make them real in the span of his career, from his first paper on P Cygni in 2000, up to his last one on V838 Mon in 2014. He was using all the so-called high-angular resolution techniques since it helped his science to be made, namely study in details the inner structure of the environments around stars, be it small mass (AGBs), more massive (supergiant stars), or explosives (Novae). I will focus here on his work on massive stars.",1
31296,0,"Evidence for AGN Feedback in the Broad Absorption Lines and Reddening of Mrk 231 We present the first J-band spectrum of Mrk 231, which reveals a large \ion{He}{1}*$\lambda 10830$ broad absorption line with a profile similar to that of the well-known \ion{Na}{1} broad absorption line. Combining this spectrum with optical and UV spectra from the literature, we show that the unusual reddening noted by \citet{veilleux13} is explained by a reddening curve like those previously used to explain low values of total-to-selective extinction in SNe Ia. The nuclear starburst may be the origin and location of the dust. Spatially-resolved emission in the broad absorption line trough suggests nearly full coverage of the continuum emission region. The broad absorption lines reveal higher velocities in the \ion{He}{1}* lines (produced in the quasar-photoionized \ion{H}{2} region) compared with the \ion{Na}{1} and \ion{Ca}{2} lines (produced in the corresponding partially-ionized zone). {\it Cloudy} simulations show that a density increase is required between the \ion{H}{2} and partially-ionized zones to produce ionic column densities consistent with the optical and IR absorption line measurements and limits, and that the absorber lies $\sim 100\rm \, pc$ from the central engine. These results suggest that the \ion{He}{1}* lines are produced in an ordinary quasar BAL wind that impacts upon, compresses, and accelerates the nuclear starburst's dusty effluent (feedback in action), and the \ion{Ca}{2} and \ion{Na}{1} lines are produced in this dusty accelerated gas. This unusual circumstance explains the rarity of \ion{Na}{1} absorption lines; without the compression along our line of sight, Mrk~231 would appear as an ordinary FeLoBAL.",1
31310,0,"A silicon single-crystal cryogenic optical resonator We report on the demonstration and characterization of a silicon optical resonator for laser frequency stabilization, operating in the deep cryogenic regime at temperatures as low as 1.5 K. Robust operation was achieved, with absolute frequency drift less than 20 Hz over 1 hour. This stability allowed sensitive measurements of the resonator thermal expansion coefficient ($\alpha$). We found $\alpha=4.6\times10^{-13}$ ${\rm K^{-1}}$ at 1.6 K. At 16.8 K $\alpha$ vanishes, with a derivative equal to $-6\times10^{-10}$ ${\rm K}^{-2}$. The temperature of the resonator was stabilized to a level below 10 $\mu$K for averaging times longer than 20 s. The sensitivity of the resonator frequency to a variation of the laser power was also studied. The corresponding sensitivities and the expected Brownian noise indicate that this system should enable frequency stabilization of lasers at the low-$10^{-17}$ level.",1
31385,0,Symmetries and entanglement in the one-dimensional spin-1/2 XXZ model An efficient and stable algorithm for U(1) symmetric matrix product states (MPS) with periodic boundary conditions (PBC) is proposed. It is applied to a study of correlation and entanglement properties of the eigenstates of the spin-1/2 XXZ model with different spin projections. Convergence properties and accuracy of the algorithm are studied in detail.,1
31411,0,Large-N scaling behavior of the quantum fisher information in the Dicke model Quantum Fisher information (QFI) of the reduced two-atom state is employed to capture the quantum criticality of the superradiant phase transition in the Dicke model in the infinite size and finite-$N$ systems respectively. The analytical expression of the QFI of its ground state is evaluated explicitly. And finite-size scaling analysis is performed with the large accessible system size due to the effective bosonic coherent-state technique. We also investigate the large-size scaling behavior of the scaled QFI of the reduced $N$-atom state and show the accurate exponent.,1
31425,0,"Quantum Oscillations in Weyl and Dirac Semimetal Ultra-Thin Films We show that a thin film of Weyl or Dirac semimetal with a strong in-plane magnetic field becomes a novel two-dimensional Fermi liquid with interesting properties. The Fermi surface in this system is strongly anisotropic, which originates from a combination of chiral bulk channels and the Fermi arcs. The area enclosed by the Fermi surface depends strongly on the in-plane magnetic field component parallel to the Weyl/Dirac node splitting, which leads to unusual behavior in quantum oscillations when the magnetic field is tilted out of the plane. We estimate the oscillation frequencies and the regimes where such effects could be seen in Cd$_3$As$_2$, Na$_3$Bi, and TaAs.",1
