,labels,text,prediction
28747,2,"Homogeneous symplectic 4-manifolds and finite dimensional Lie algebras of symplectic vector fields on the symplectic 4-space We classify the finite type (in the sense of E. Cartan theory of prolongations) subalgebras $\mathfrak{h}\subset\mathfrak{sp}(V)$, where $V$ is the symplectic 4-dimensional space, and show that they satisfy $\mathfrak{h}^{(k)}=0$ for all $k>0$. Using this result, we reduce the problem of classification of graded transitive finite-dimensional Lie algebras $\mathfrak{g}$ of symplectic vector fields on $V$ to the description of graded transitive finite-dimensional subalgebras of the full prolongations $\mathfrak{p}_1^{(\infty)}$ and $\mathfrak{p}_2^{(\infty)}$, where $\mathfrak{p}_1$ and $\mathfrak{p}_2$ are the maximal parabolic subalgebras of $\mathfrak{sp}(V)$. We then classify all such $\mathfrak{g}\subset\mathfrak{p}_i^{(\infty)}$, $i=1,2$, under some assumptions and describe the associated homogeneous symplectic 4-manifolds $(M=G/K,\omega)$. We prove that any reductive homogeneous symplectic manifold (of any dimension) admits an invariant torsion free symplectic connection, i.e., it is a homogeneous Fedosov manifold, and give conditions for uniqueness of the Fedosov structure. Finally, we show that any nilpotent symplectic Lie group (of any dimension) admits a natural invariant Fedosov structure which is Ricci-flat.",0
28948,2,"Multipartite entanglement in spin chains and the Hyperdeterminant A way to characterize multipartite entanglement in pure states of a spin chain with $n$ sites and local dimension $d$ is by means of the Cayley hyperdeterminant. The latter quantity is a polynomial constructed with the components of the wave function $\psi_{i_1, \dots, i_n}$ which is invariant under local unitary transformation. For spin 1/2 chains (i.e. $d=2$) with $n=2$ and $n=3$ sites, the hyperdeterminant coincides with the concurrence and the tangle respectively. In this paper we consider spin chains with $n=4$ sites where the hyperdeterminant is a polynomial of degree 24 containing around $2.8 \times 10^6$ terms. This huge object can be written in terms of more simple polynomials $S$ and $T$ of degrees 8 and 12 respectively. In this paper we compute $S$, $T$ and the hyperdeterminant for eigenstates of the following spin chain Hamiltonians: the transverse Ising model, the XXZ Heisenberg model and the Haldane-Shastry model. Those invariants are also computed for random states, the ground states of random matrix Hamiltonians in the Wigner-Dyson Gaussian ensembles and the quadripartite entangled states defined by Verstraete et al. in 2002. Finally, we propose a generalization of the hyperdeterminant to thermal density matrices.",0
29922,2,"Subalgebras of the Split Octonions We classify the subalgebras of the split octonions, paying particular attention to the null subalgebras and their extensions.",0
30742,2,"Cyclotomic Gaudin models, Miura opers and flag varieties Let $\mathfrak {g}$ be a semisimple Lie algebra over $\mathbb {C}$ . Let $\nu \in \hbox {Aut}\, \mathfrak {g}$ be a diagram automorphism whose order divides $T \in \mathbb {Z}_{\ge 1}$ . We define cyclotomic $\mathfrak {g}$ -opers over the Riemann sphere $\mathbb {P}^1$ as gauge equivalence classes of $\mathfrak {g}$ -valued connections of a certain form, equivariant under actions of the cyclic group $\mathbb {Z}/ T\mathbb {Z}$ on $\mathfrak {g}$ and $\mathbb {P}^1$ . It reduces to the usual notion of $\mathfrak {g}$ -opers when $T = 1$ . We also extend the notion of Miura $\mathfrak {g}$ -opers to the cyclotomic setting. To any cyclotomic Miura $\mathfrak {g}$ -oper $\nabla $ , we associate a corresponding cyclotomic $\mathfrak {g}$ -oper. Let $\nabla $ have residue at the origin given by a $\nu $ -invariant rational dominant coweight $\check{\lambda }_0$ and be monodromy-free on a cover of $\mathbb {P}^1$ . We prove that the subset of all cyclotomic Miura $\mathfrak {g}$ -opers associated with the same cyclotomic $\mathfrak {g}$ -oper as $\nabla $ is isomorphic to the $\vartheta $ -invariant subset of the full flag variety of the adjoint group G of $\mathfrak {g}$ , where the automorphism $\vartheta $ depends on $\nu $ , T and $\check{\lambda }_0$ . The big cell of the latter is isomorphic to $N^\vartheta $ , the $\vartheta $ -invariant subgroup of the unipotent subgroup $N \subset G$ , which we identify with those cyclotomic Miura $\mathfrak {g}$ -opers whose residue at the origin is the same as that of $\nabla $ . In particular, the cyclotomic generation procedure recently introduced in Varchenko and Young (Sigma 11(091), 2015) is interpreted as taking $\nabla $ to other cyclotomic Miura $\mathfrak {g}$ -opers corresponding to elements of $N^\vartheta $ associated with simple root generators. We motivate the introduction of cyclotomic $\mathfrak {g}$ -opers by formulating two conjectures which relate them to the cyclotomic Gaudin model of Vicedo and Young (Commun Math Phys 343(3):971–1024, 2016).",0
31099,2,"Towards meaningful physics from generative models In several physical systems, important properties characterizing the system itself are theoretically related with specific degrees of freedom. Although standard Monte Carlo simulations provide an effective tool to accurately reconstruct the physical configurations of the system, they are unable to isolate the different contributions corresponding to different degrees of freedom. Here we show that unsupervised deep learning can become a valid support to MC simulation, coupling useful insights in the phases detection task with good reconstruction performance. As a testbed we consider the 2D XY model, showing that a deep neural network based on variational autoencoders can detect the continuous Kosterlitz-Thouless (KT) transitions, and that, if endowed with the appropriate constrains, they generate configurations with meaningful physical content.",0
31507,2,"Signature of curved QFT effects on the optical properties of deformed graphene The Dirac equation in curved space is used to study the optical transmittance of deformed graphene along a given direction. Our theoretical analysis of the available experimental data for the light transmittance suggests that the periodic ripple associated with the out-of-plane deformation observed in unstrained graphene explains the observations. Furthermore, the experimental uniaxial strained graphene for light transmittance shows two features, namely the modification of the $\cos^2\theta$ law and the decrease of the amplitude of the oscillations with the polarization angle θ, which can be well accommodated within the theoretical analysis used here and provide further evidence of the validity of using QFT in curved space to understand two-dimensional materials.",0
31817,2,"Finite-dimensional colored fluctuation-dissipation theorem for spin systems When nano-magnets are coupled to random external sources, their magnetization becomes a random variable, whose properties are defined by an induced probability density, that can be reconstructed from its moments, using the Langevin equation, for mapping the noise to the dynamical degrees of freedom. When the spin dynamics is discretized in time, a general fluctuation-dissipation theorem, valid for non-Markovian noise, can be established, even when zero modes are present. We discuss the subtleties that arise, when Gilbert damping is present and the mapping between noise and spin degrees of freedom is non--linear.",0
32948,2,Motivic classes of moduli of Higgs bundles and moduli of bundles with connections Let X be a smooth projective curve over a field of characteristic zero. We calculate the motivic class of the moduli stack of semistable Higgs bundles on X. We also calculate the motivic class of the moduli stack of vector bundles with connections by showing that it is equal to the class of the stack of semistable Higgs bundles of the same rank and degree zero. We follow the strategy of Mozgovoy and Schiffmann for counting Higgs bundles over finite fields. The main new ingredient is a motivic version of a theorem of Harder about Eisenstein series claiming that all vector bundles have approximately the same motivic class of Borel reductions as the degree of Borel reduction tends to $-\infty$.,0
33232,2,"Superfluid density in cuprates: hints on gauge compositeness of the holes We show that several features (the three-dimensional XY universality for moderate underdoping, the almost-BCS behaviour for moderate overdoping and the critical exponent) of the superfluid density in hole-doped cuprates hint at a composite structure of the holes. This idea can be implemented in a spin-charge gauge approach to the $t - t' - J$ model and provides indeed good agreement with available experimental data.",0
33417,2,"Unconstrained Summoning We define a summoning task to require propagating an unknown quantum state to a point in space-time belonging to a set determined by classical inputs at points in space-time. We consider the classical analogue, in which a known classical state must be returned at precisely one allowed point. We show that, when the inputs are unconstrained, any summoning task that is possible in the classical case is also possible in the quantum case.",0
34146,2,"The High Temperature Superconductivity in Cuprates: Physics of the Pseudogap Region We discuss the physics of the high temperature superconductivity in hole doped copper oxide ceramics in the pseudogap region. Starting from an effective reduced Hamiltonian relevant to the dynamics of holes injected into the copper oxide layers proposed in a previous paper, we determine the superconductive condensate wavefunction. We show that the low-lying elementary condensate excitations are analogous to the rotons in superfluid$^{4}$He. We argue that the rotons-like excitations account for the specific heat anomaly at the critical temperature. We discuss and compare with experimental observations the London penetration length, the Abrikosov vortices, the upper and lower critical magnetic fields, and the critical current density. We give arguments to explain the origin of the Fermi arcs and Fermi pockets. We investigate the nodal gap in the cuprate superconductors and discuss both the doping and temperature dependence of the nodal gap. We suggest that the nodal gap is responsible for the doping dependence of the so-called nodal Fermi velocity detected in angle resolved photoemission spectroscopy studies. We discuss the thermodynamics of the nodal quasielectron liquid and their role in the low temperature specific heat. We propose that the ubiquitous presence of charge density wave in hole doped cuprate superconductors in the pseudogap region originates from instabilities of the nodal quasielectrons driven by the interaction with the planar CuO$_{2}$ lattice. We investigate the doping dependence of the charge density wave gap and the competition between charge order and superconductivity. We discuss the effects of external magnetic fields on the charge density wave gap and elucidate the interplay between charge density wave and Abrikosov vortices. Finally, we examine the physics underlying quantum oscillations in the pseudogap region.",0
34188,2,"Probing finite coarse-grained virtual Feynman histories with sequential weak values Feynman's sum-over-histories formulation of quantum mechanics has been considered a useful calculational tool in which virtual Feynman histories entering into a coherent quantum superposition cannot be individually measured. Here we show that sequential weak values, inferred by consecutive weak measurements of projectors, allow direct experimental probing of individual virtual Feynman histories, thereby revealing the exact nature of quantum interference of coherently superposed histories. Because the total sum of sequential weak values of multitime projection operators for a complete set of orthogonal quantum histories is unity, complete sets of weak values could be interpreted in agreement with the standard quantum mechanical picture. We also elucidate the relationship between sequential weak values of quantum histories with different coarse graining in time and establish the incompatibility of weak values for nonorthogonal quantum histories in history Hilbert space. Bridging theory and experiment, the presented results may enhance our understanding of both weak values and quantum histories.",0
34476,2,"Comments on Exchange Graphs in Cluster Algebras An important problem in the theory of cluster algebras is to compute the fundamental group of the exchange graph. A non-trivial closed loop in the exchange graph, for example, generates a non-trivial identity for the classical and quantum dilogarithm functions. An interesting conjecture, partly motivated by dilogarithm functions, is that this fundamental group is generated by closed loops of mutations involving only two of the cluster variables. We present examples and counterexamples for this naive conjecture, and then formulate a better version of the conjecture for acyclic seeds.",0
34774,2,"New Minimal Hypersurfaces in R(k+1)(2k+1) and S(2k+3)k We find a class of minimal hypersurfaces H(k) as the zero level set of Pfaffians, resp. determinants of real 2k+2 dimensional antisymmetric matrices. While H(1) and H(2) are congruent to a 6-dimensional quadratic cone resp. Hsiang's cubic su(4) invariant in R15, H(k>2) (special harmonic so(2k+2)-invariant cones of degree>3) seem to be new.",0
34816,2,"Affine special Kaehler structures in real dimension two We review properties of affine special Kaehler structures focusing on singularities of such structures in the simplest case of real dimension two. We describe all possible isolated singularities and compute the monodromy of the flat symplectic connection, which is a part of a special Kaehler structure, near a singularity. Beside numerous local examples, we construct continuous families of special Kaehler structures with isolated singularities on the projective line.",0
35277,2,"Light, matter, and quantum randomness generation: A relativistic quantum information perspective We study how quantum randomness generation based on unbiased measurements on a hydrogen-like atom can get compromised by virtue of the unavoidable coupling of the atom with the electromagnetic field. Concretely, we show that an adversary with access to the quantum EM field, but not the atom, can perform an attack on the randomness of a set of unbiased quantum measurements. We analyze the light-atom interaction in 3+1 dimensions with no single-mode or rotating-wave approximations. In our study, we also take into account the non-pointlike nature of the atom and the exchanges of angular momentum between atom and field and compare with previous results obtained under scalar approximations. We show that preparing the atom in the ground state in the presence of no field excitations is, in general, not the safest state to generate randomness in atomic systems (such as trapped ions or optical lattices).",0
35812,2,"Cluster algebras and category O for representations of Borel subalgebras of quantum affine algebras Let $\mathcal{O}$ be the category of representations of the Borel subalgebra of a quantum affine algebra introduced by Jimbo and the first author. We show that the Grothendieck ring of a certain monoidal subcategory of $\mathcal{O}$ has the structure of a cluster algebra of infinite rank, with an initial seed consisting of prefundamental representations. In particular, the celebrated Baxter relations for the 6-vertex model get interpreted as Fomin-Zelevinsky mutation relations.",0
36154,2,"Intrinsic and emergent anomalies at deconfined critical points It is well known that theorems of Lieb-Schultz-Mattis type prohibit the existence of a trivial symmetric gapped ground state in certain systems possessing a combination of internal and lattice symmetries. In the continuum description of such systems the Lieb-Schultz-Mattis theorem is manifested in the form of a quantum anomaly afflicting the symmetry. We demonstrate this phenomenon in the context of the deconfined critical point between a Neel state and a valence bond solid in an $S =1/2$ square lattice antiferromagnet, and compare it to the case of $S=1/2$ honeycomb lattice where no anomaly is present. We also point out that new anomalies, unrelated to the microscopic Lieb-Schultz-Mattis theorem, can emerge prohibiting the existence of a trivial gapped state in the immediate vicinity of critical points or phases. For instance, no translationally invariant weak perturbation of the $S = 1/2$ gapless spin chain can open up a trivial gap even if the spin-rotation symmetry is explicitly broken. The same result holds for the $S =1/2$ deconfined critical point on a square lattice.",0
36441,2,"Maximum local quantum covariances as quantifiers of two-sided quantum correlations beyond entanglement We introduce an infinite family of quantifiers of quantum correlations beyond entanglement which vanish on both classical-quantum and quantum-classical states and are in one-to-one correspondence with the quantum Fisher informations. More specifically, these quantifiers are defined as the maximum local quantum covariances over pairs of local observables with the same fixed equispaced spectrum. We show that these quantifiers are entanglement monotones when restricted to pure states of qubit-qudit systems. We also analytically evaluate these quantifiers for two-qubit systems and discuss their behaviour under local commutativity preserving channels. We finally provide a physical interpretation for the quantifier corresponding to the average of the Wigner-Yanase-Dyson informations.",0
36881,2,"On a geometric framework for Lagrangian supermechanics We re-examine classical mechanics with both commuting and anticommuting degrees of freedom. We do this by defining the phase dynamics of a general Lagrangian system as an implicit differential equation in the spirit of Tulczyjew. Rather than parametrising our basic degrees of freedom by a specified Grassmann algebra, we use arbitrary supermanifolds by following the categorical approach to supermanifolds.",0
37123,2,The Quantum Trihedron The convex hull on three points in two dimensional euclidean space of three flat edges (trihedron) was studied. The Bohr-Sommerfeld quantization of the area of space is performed. It is shown that it reproduces exactly the equidistant spacing spectrum found elsewhere.,0
37237,2,"A simulation of hydrodynamics on non-commutative space A simulation of the hydrodynamics on the two dimensional non-commutative space is performed, in which the space coordinates $(x, y)$ are non-commutative, satisfying the commutation relation $[x, y]=i \theta$. The Navier-Stokes equation has an extra force term which reflects the non-commutativity of the space, being proportional to $\theta^2$. This parameter $\theta$ is related to the minimum size of fluid particles which is implied by the uncertainty principle, $\Delta x \Delta y \ge \theta/2$. To see the effect of this parameter on the flow, following situation is considered. An obstacle placed in the middle of the stream, separates the flow into small slit and large slit, but the flow is joined afterwards in the down stream. For the Reynolds number 700, the behavior of the flows with and without $\theta$ is observed to differ, and the difference is seen to be correlated to the difference of the activity of vortices in the down stream. The oscillation of the flow rate at the small slit diminishes after the certain time in the usual flow when the ""two attached eddies"" appear. In the non-commutative flow this two attached eddies appear from the beginning and the behavior of the flows does not fluctuate largely. The irregularity in the flow existing in the beginning disappears after the certain time.",0
38078,2,"Generating all 36,864 Four-Color Adinkras via Signed Permutations and Organizing into $\ell$- and $\tilde{\ell}$-Equivalence Classes Recently, all 1,358,954,496 values of the Gadget between the 36,864 adinkras with four colors, four bosons, and four fermions have been computed in 1701.00304. In this paper, we further analyze these results in terms of $BC_3$, the signed permutation group of three elements, and $BC_4$, the signed permutation group of four elements. It is shown how all 36864 adinkras can be generated via $BC_4$ boson $\times$ $BC_3$ color transformations of two quaternion adinkras that satisfy the quaternion algebra. An adinkra inner product has been used for some time, known as the gadget, that is used to distinguish adinkras. We show how 96 equivalence classes of adinkras that are based on the gadget emerge in terms of $BC_3$ and $BC_4$. We also comment on the importance of the gadget as it relates to separating out dynamics in terms of K\""ahler-like potentials.",0
38239,2,"Infinite Range Correlations in Non-Equilibrium Quantum Systems and Their Possible Experimental Realizations We consider systems that start from and/or end in thermodynamic equilibrium while experiencing a finite rate of change of their energy density or of other intensive quantities $q$ at intermediate times. We demonstrate that at these times, during which the global intensive quantities $q$ vary, the size of the associated covariance, the connected pair correlator $|G_{ij}| = |\langle q_{i} q_{j} \rangle - \langle q_{i} \rangle \langle q_{j} \rangle|$, between any two (arbitrarily far separated) sites $i$ and $j$ is, on average, finite. This non-vanishing character of the connected correlations for asymptotically distant sites also applies to theories with purely local interactions. In simple models, these correlations may be traced to the generic volume law entanglement of finite temperature states. Once the global mean of $q$ no longer changes, the average of $|G_{ij}|$ over all spatial separations $|i-j|$ may tend to zero. However, when the equilibration times are significant (e.g., as in a glass that is not in true thermodynamic equilibrium yet in which the energy density (or temperature) reaches a final steady state value), these long range correlations may persist also long after $q$ ceases to change. We briefly discuss possible experimental implications of our findings and speculate on their potential realization in glasses (where a prediction of a theory based on the effect that we describe here suggests a universal collapse of the viscosity that agrees with all published viscosity measurements) and non-Fermi liquids.",0
38703,2,"Non-orthogonal Multiple Access for High-reliable and Low-latency V2X Communications in 5G Systems In this paper, we consider a dense vehicular communication network where each vehicle broadcasts its safety information to its neighborhood in each transmission period. Such applications require low latency and high reliability, and thus, we exploit non-orthogonal multiple access to reduce the access latency and to improve the packet reception probability. In the proposed two-fold scheme, the BS performs semi-persistent scheduling and allocates time-frequency resources in a non-orthogonal manner while the vehicles autonomously perform distributed power control with iterative signaling control. We formulate the centralized scheduling and resource allocation problem as equivalent to a multi-dimensional stable roommate matching problem, in which the users and time/frequency resources are considered as disjoint sets of objects to be matched with each other. We then develop a novel rotation matching algorithm, which converges to an $L$-rotation stable matching after a limited number of iterations. Simulation results show that the proposed scheme outperforms the traditional orthogonal multiple access scheme in terms of the access latency and reliability.",0
39165,2,"Parity Deformed Jaynes-Cummings Model: ""Robust Maximally Entangled States"" A parity deformed Jaynes-Cummings model (JCM) is introduced, which describes an interaction of a two-level atom with a $\lambda$-deformed quantized field. In the rotating wave approximation (RWA), all eigen-values and eigen-functions of this model are obtained exactly. Assuming that initially the field is prepared in the Wigner cat state (WCS) and the two-level atom is in the excited state, it has been shown that the atomic Rabi oscillations exhibit a quasi-periodic behavior in the collapse and revival patterns. The influence of the deformation parameter on the time evolution of non-classical features of the radiation field such as the sub-Poissonian statistics and squeezing effect are also analyzed. Interestingly, the main finding here is that we can realize maximally entangled atom-field states. In this note it is shown that the high fidelity is possible in the weak coupling regime, while the deformation parameter becomes large values.",0
39532,2,"Kalman filter tracking on parallel architectures We report on the progress of our studies towards a Kalman filter track reconstruction algorithm with optimal performance on manycore architectures. The combinatorial structure of these algorithms is not immediately compatible with an efficient SIMD (or SIMT) implementation; the challenge for us is to recast the existing software so it can readily generate hundreds of shared-memory threads that exploit the underlying instruction set of modern processors. We show how the data and associated tasks can be organized in a way that is conducive to both multithreading and vectorization. We demonstrate very good performance on Intel Xeon and Xeon Phi architectures, as well as promising first results on Nvidia GPUs.",0
39986,2,in preparation in preparation,0
40117,2,"Metrisability of Painlevé equations We solve the metrisability problem for the six Painlevé equations, and more generally for all 2nd order ordinary differential equations with the Painlevé property, and determine for which of these equations their integral curves are geodesics of a (pseudo) Riemannian metric on a surface.",0
40603,2,"Geometry on Lie algebroids I: compatible geometric structures on the base The object of our study is a Lie algebroid $A$ or a Cartan-Lie algebroid $(A,\nabla)$ (a Lie algebroid with a compatible connection) over a base manifold $M$ equipped with appropriately compatible geometrical structures. The main focus is on a Riemannian base $(M,g)$, but we also consider symplectic and generalized Riemannian structures. For the Riemannian case, we show that the compatibility implies that the foliation induced by the Lie algebroid is a Riemannian foliation; thus, in particular, if the leaf space $Q = M/\!\sim$ is smooth, $Q$ permits a metric such that the quotient projection is a Riemannian submersion. For other structures on $M$ with a smooth leaf space $Q$, the reduced geometrical type on $Q$ can be different: for example, $(M,\omega)$ symplectic provides in general only a symplectic realization of a Poisson manifold $(Q,\mathcal{P})$. Building upon a result of del Hoyo and Fernandes, we prove that any Lie algebroid integrating to a proper Lie groupoid admits a compatible Riemannian base. We also show that, given an arbitrary connection on an anchored bundle, there is a unique Cartan connection on the corresponding free Lie algebroid.",0
41123,2,"Quantum Approach to Dehn Surgery Problem We propose a new algorithm for Dehn surgery problem, finding exceptional Dehn filling slopes for a given hyperbolic 3-manifold with a torus boundary, using a quantum invariant called ""3D index"". The invariant is defined using an ideal triangulation of the cusped 3-manifold. We test the algorithm for many examples.",0
41193,2,"Oscillons in the presence of external potential We discuss similarity between oscillons and oscillational mode in perturbed ϕ$^{4}$. For small depths of the perturbing potential it is difficult to distinguish between oscillons and the mode in moderately long time evolution, moreover one can transform one into the other by adiabatically switching on and off the potential. Basins of attraction are presented in the parameter space describing the potential and initial conditions.",0
41223,2,"A Numerical Approach to Optimal Coherent Quantum LQG Controller Design Using Gradient Descent This paper is concerned with coherent quantum linear quadratic Gaussian (CQLQG) control. The problem is to find a stabilizing measurement-free quantum controller for a quantum plant so as to minimize a mean square cost for the fully quantum closed-loop system. The plant and controller are open quantum systems interconnected through bosonic quantum fields. In comparison with the observation-actuation structure of classical controllers, coherent quantum feedback is less invasive to the quantum dynamics. The plant and controller variables satisfy the canonical commutation relations (CCRs) of a quantum harmonic oscillator and are governed by linear quantum stochastic differential equations (QSDEs). In order to correspond to such oscillators, these QSDEs must satisfy physical realizability (PR) conditions in the form of quadratic constraints on the state-space matrices, reflecting the CCR preservation in time. The symmetry of the problem is taken into account by introducing equivalence classes of coherent quantum controllers generated by symplectic similarity transformations. We discuss a modified gradient flow, which is concerned with norm-balanced realizations of controllers. A line-search gradient descent algorithm with adaptive stepsize selection is proposed for the numerical solution of the CQLQG control problem. The algorithm finds a local minimum of the LQG cost over the parameters of the Hamiltonian and coupling operators of a stabilizing coherent quantum controller, thus taking the PR constraints into account. A convergence analysis of the algorithm is presented. Numerical examples of designing locally optimal CQLQG controllers are provided in order to demonstrate the algorithm performance.",0
41312,2,"Generalized Permutohedra, Scattering Amplitudes, and a Cubic Three-Fold In this note, we apply combinatorial techniques from our Ph.D. thesis to study how generalized permutohedra may be represented functionally on Parke-Tayor factors and related rational functions. In any functional representation of polyhedral cones, in general certain homological information may be lost. The combinatorial relations of the Parke-Taylor factors lift homologically to generalized permutohedra. The 6-particle case contains several related layers of interesting geometric data: the Newton polytope for the polynomial numerator lifts the permutohedron in three variables, which is a hexagon, and the fraction itself provides a functional representation of certain neighborhoods of a vertex of a 5-dimensional weight permutohedron. The lift from fraction to generalized permutohedron was derived by comparing functional representations. We observe additionally that the numerator and its permutations satisfy a degree 3 polynomial relation which defines a classical projective variety known as the Segre cubic. We include in an extended Appendix selected Mathematica code which can be used to verify our computations independently.",0
41412,2,"Polaritonic linear dynamic in Keldysh formalism We study the dynamic of polaritons in the Keldysh functional formalism. Dissipation is considered through the coupling of the exciton and photon fields to two independent photonic and excitonic baths. As such, this theory allows to describe more intricate decay mechanisms that depend dynamically on the state of the system, such as a direct upper-polariton lifetime, that is motivated from experiments. We show that the dynamical equations in the Keldysh framework otherwise follow the same Josephson--like equations of motions than the standard master equation approach, that is however limited to simple decay channels. We also discuss the stability of the dynamic and reconsider the criterion of strong coupling in the presence of upper polariton decay.",0
41512,2,"Instantaneous braids and Dehn twists in topologically ordered states A defining feature of topologically ordered states of matter is the existence of locally indistinguishable states on spaces with non-trivial topology. These degenerate states form a representation of the mapping class group (MCG) of the space, which is generated by braids of defects or anyons, and by Dehn twists along non-contractible cycles. These operations can be viewed as fault-tolerant logical gates in the context of topological quantum error correcting codes. Here we show that braids and Dehn twists can in general be implemented by a constant depth quantum circuit, with a depth that is independent of code distance $d$ and system size. The circuit consists of a constant depth local quantum circuit (LQC) implementing a local geometry deformation of the quantum state, followed by a permutation on (relabelling of) the qubits. We further show that (i) applying a given braid or Dehn twist $k$ times can be achieved with $\mathcal{O}(\log k)$ time overhead, independent of code distance and system size, which implies an exponential speedup for certain logical gate sequences by trading space for time, and (ii) an arbitrary element of the MCG can be implemented by a constant depth (independent of $d$) LQC followed by a permutation, where in this case the range of interactions of the LQC grows with the number of generators in the presentation of the group element. Applying these results to certain non-Abelian codes implies that a fault-tolerant universal gate set can be achieved with constant time overhead by using a local quantum circuit together with qubit permutations. This provides a factor of $d$ improvement over other approaches in the asymptotic scaling of space-time overhead for universal fault-tolerant quantum computation.",0
41538,2,"Gaussian quantum resource theories We develop a general framework characterizing the structure and properties of quantum resource theories for continuous-variable Gaussian states and Gaussian operations, establishing methods for their description and quantification. We show in particular that, under a few intuitive and physically-motivated assumptions on the set of free states, no Gaussian quantum resource can be distilled with Gaussian free operations, even when an unlimited supply of the resource state is available. This places fundamental constraints on state transformations in all such Gaussian resource theories. Our methods rely on the definition of a general Gaussian resource quantifier whose value does not change when multiple copies are considered. We discuss in particular the applications to quantum entanglement, where we extend previously known results by showing that Gaussian entanglement cannot be distilled even with Gaussian operations preserving the positivity of the partial transpose, as well as to other Gaussian resources such as steering and optical nonclassicality. A unified semidefinite programming representation of all these resources is provided.",0
41551,2,"Universal Scaling Laws for Correlation Spreading in Quantum Systems with Short- and Long-Range Interactions We study the spreading of information in a wide class of quantum systems, with variable-range interactions. We show that, after a quench, it generally features a double structure, whose scaling laws are related to a set of universal microscopic exponents that we determine. When the system supports excitations with a finite maximum velocity, the spreading shows a twofold ballistic behavior. While the correlation edge spreads with a velocity equal to twice the maximum group velocity, the dominant correlation maxima propagate with a different velocity that we derive. When the maximum group velocity diverges, as realizable with long-range interactions, the correlation edge features a slower-than-ballistic motion. The motion of the maxima is, instead, either faster-than-ballistic, for gapless systems, or ballistic, for gapped systems. The phenomenology that we unveil here provides a unified framework, which encompasses existing experimental observations with ultracold atoms and ions. It also paves the way to simple extensions of those experiments to observe the structures we describe in their full generality.",0
41886,2,Elliptic stable envelope for Hilbert scheme of points in the plane We find an explicit formula for the elliptic stable envelope in the case of the Hilbert scheme of points on a complex plane. The formula has a structure of a sum over trees in Young diagrams. In the limit we obtain the formulas for the stable envelope in equivariant $K$-theory (with arbitrary slope) and equivariant cohomology.,0
42161,2,"A functional calculus for the magnetization dynamics A functional calculus approach is applied to the derivation of evolution equations for the moments of the magnetization dynamics of systems subject to stochastic fields. It allows us to derive a general framework for obtaining the master equation for the stochastic magnetization dynamics, that is applied to both, Markovian and non-Markovian dynamics. The formalism is applied for studying different kinds of interactions, that are of practical relevance and hierarchies of evolution equations for the moments of the distribution of the magnetization are obtained. In each case, assumptions are spelled out, in order to close the hierarchies. These closure assumptions are tested by extensive numerical studies, that probe the validity of Gaussian or non--Gaussian closure Ans\""atze.",0
43312,2,Interpretation of quantum mechanics with indefinite norm The Born postulate can be reduced to its deterministic content that only applies to eigenvectors of observables: the standard probabilistic interpretation of generic states then follows from algebraic properties of repeated measurements and states. Extending this reasoning suggests an interpretation of quantum mechanics generalized with indefinite quantum norm.,0
43696,2,Universal Walker metrics We consider four dimensional spaces of neutral signature and give examples of universal spaces of Walker type. These spaces have no analogue in other signatures in four dimensions and provide with a new class of spaces being universal.,0
44282,2,"Quantum transitions and quantum entanglement from Dirac-like dynamics simulated by trapped ions Quantum transition probabilities and quantum entanglement for two-qubit states of a four-level trapped ion quantum system are computed for time-evolving ionic states driven by Jaynes-Cummings Hamiltonians with interactions mapped onto a SU(2)⊗SU(2) group structure. Using the correspondence of the method of simulating a 3+1 dimensional Dirac-like Hamiltonian for bispinor particles into a single trapped ion, one preliminarily obtains the analytical tools for describing ionic state transition probabilities as a typical quantum oscillation feature. For Dirac-like structures driven by generalized Poincaré classes of coupling potentials, one also identifies the SU(2)⊗SU(2) internal degrees of freedom corresponding to intrinsic parity and spin polarization as an adaptive platform for computing the quantum entanglement between the internal quantum subsystems which define two-qubit ionic states. The obtained quantum correlational content is then translated into the quantum entanglement of two-qubit ionic states with quantum numbers related to the total angular momentum and to its projection onto the direction of the trapping magnetic field. Experimentally, the controllable parameters simulated by ion traps can be mapped into a Dirac-like system in the presence of an electrostatic field which, in this case, is associated to ionic carrier interactions. Besides exhibiting a complete analytical profile for ionic quantum transitions and quantum entanglement, our results indicate that carrier interactions actively drive an overall suppression of the quantum entanglement.",0
45653,2,"Finding Critical States of Enhanced Memory Capacity in Attractive Cold Bosons We discuss a class of quantum theories which exhibit a sharply increased memory storage capacity due to emergent gapless degrees of freedom. Their realization, both theoretical and experimental, is of great interest. On the one hand, such systems are motivated from a quantum information point of view. On the other hand, they can provide a framework for simulating systems with enhanced capacity of pattern storage, such as black holes and neural networks. In this paper, we develop an analytic method that enables us to find critical states with increased storage capabilities in a generic system of cold bosons with weak attractive interactions. The enhancement of memory capacity arises when the occupation number $N$ of certain modes reaches a critical level. Such modes, via negative energy couplings, assist others in becoming effectively gapless. This leads to degenerate microstates labeled by the occupation numbers of the nearly-gapless modes. In the limit of large $N$, they become exactly gapless and their decoherence time diverges. In this way, a system becomes an ideal storer of quantum information. We demonstrate our method on a prototype model of $N$ attractive cold bosons contained in a one-dimensional box with Dirichlet boundary conditions. Although we limit ourselves to a truncated system, we observe a rich structure of quantum phases with a critical point of enhanced memory capacity.",0
