,labels,text,prediction
5098,2,"Optimized operation of dielectric laser accelerators: Single bunch We introduce a general approach to determine the optimal charge, efficiency and gradient for laser driven accelerators in a self-consistent way. We propose a way to enhance the operational gradient of dielectric laser accelerators by leverage of beam-loading effect. While the latter may be detrimental from the perspective of the effective gradient experienced by the particles, it can be beneficial as the effective field experienced by the accelerating structure, is weaker. As a result, the constraint imposed by the damage threshold fluence is accordingly weakened and our self-consistent approach predicts permissible gradients of ∼10  GV/m, one order of magnitude higher than previously reported experimental results—with unbunched pulse of electrons. Our approach leads to maximum efficiency to occur for higher gradients as compared with a scenario in which the beam-loading effect on the material is ignored. In any case, maximum gradient does not occur for the same conditions that maximum efficiency does—a trade-off set of parameters is suggested.",1
5122,2,"Series Solutions of PT-Symmetric Schr\""odinger Equations We consider series solutions of the Schr\""odinger equation for the Bender-Boettcher potentials V(x)=-(ix)^N with integer N. A simple truncation is introduced which provides accurate results regarding the ground state and first few excited states for any N. This is illustrated with explicit computations of energy levels, node structure and expectation values for some integer N.",1
5146,2,"A Renormalisation Group Approach to the Universality of Wigner’s Semicircle Law for Random Matrices with Dependent Entries We show that if the non-Gaussian part of the cumulants of a random matrix model obeys some scaling bounds in the size of the matrix, then Wigner’s semicircle law holds. This result is derived using the replica technique and an analogue of the renormalisation group equation for the replica effective action.",1
5148,2,"Exact Solution of Klein–Gordon and Dirac Equations In this paper, we present the exact solution of the $(1+1)$ -dimensional relativistic Klein–Gordon and Dirac equations with linear vector and scalar potentials in the framework of deformed Snyder–de Sitter model. We introduce some changes of variables, we show that a one-dimensional linear potential for the relativistic system in a space deformed can be equivalent to the trigonometric Rosen–Morse potential in a regular space. In both cases, we determine explicitly the energy eigenvalues and their corresponding eigenfunctions expressed in terms of Romonovski polynomials. The limiting cases are analyzed for $\alpha _{1}$ and $\alpha _{2} \rightarrow 0$ and are compared with those of literature.",1
5175,2,"Wave Functions for Time-Dependent Dirac Equation under GUP In this work, the time-dependent Dirac equation is investigated under generalized uncertainty principle (GUP) framework. It is possible to construct the exact solutions of Dirac equation when the time-dependent potentials satisfied the proper conditions. In (1+1) dimensions, the analytical wave functions of the Dirac equation under GUP have been obtained for the two kinds time-dependent potentials.",1
5211,2,"MontePython 3: boosted MCMC sampler and other features MontePython is a parameter inference package for cosmology. We present the latest development of the code over the past couple of years. We explain, in particular, two new ingredients both contributing to improve the performance of Metropolis-Hastings sampling: an adaptation algorithm for the jumping factor, and a calculation of the inverse Fisher matrix, which can be used as a proposal density. We present several examples to show that these features speed up convergence and can save many hundreds of CPU-hours in the case of difficult runs, with a poor prior knowledge of the covariance matrix. We also summarise all the functionalities of MontePython in the current release, including new likelihoods and plotting options.",1
5220,2,"Investigation of the RF efficiency of inductively coupled hydrogen plasmas at 1 MHz The power requirements of RF heated sources for negative hydrogen ions in fusion are substantial, which poses strong demands on the generators and components of the RF circuit. Consequently, an increase of the RF coupling efficiency would be highly beneficial. Fundamental investigations of the RF efficiency in inductively coupled hydrogen and deuterium discharges in cylindrical symmetry are conducted at the lab experiment CHARLIE. The experiment is equipped with several diagnostics including optical emission spectroscopy and a movable floating double probe to monitor the plasma parameters. The presented investigations are performed in hydrogen at a varying pressure between 0.3 and 10 Pa, utilizing a conventional helical ICP coil driven at a frequency of 1 MHz and a fixed power of 520 W for plasma generation. The coupling efficiency is strongly affected by the variation in pressure, reaching up to 85 % between 1 and 3 Pa while dropping down to only 50 % at 0.3 Pa, which is the relevant operating pressure for negative hydrogen ion sources for fusion. Due to the lower power coupling, also the measured electron density at 0.3 Pa is only 5 · 1016 m−3, while it reaches up to 2.5 · 1017 m−3 with increasing coupling efficiency. In order to gain information on the spatially resolved aspects of RF coupling and plasma heating which are not diagnostically accessible, first simulations of the discharge by an electromagnetic Particle-In-Cell Monte Carlo collision method have been conducted and are compared to the measurement data. At 1 Pa, the simulated data corresponds well to the results of both axially resolved probe measurements and radially resolved emission profiles obtained via OES. Thereby, information regarding the radial distribution of the electron density and mean energy is provided, revealing a radial distribution of the electron density which is well described by a Bessel profile.",1
5228,2,"DAΦNE BTF Improvements of the Transverse Beam Diagnostics The DAΦNE BTF (beam-test facility) can provide electrons and positrons, tuning at runtime different beam parameters: energy (from about 50 MeV up to 750 MeV for e⁻ and 540 MeV for e+), intensity (from single particle up to 10¹⁰/bunch) and pulse length (in the range 1.5-40 ns) up to 49 Hz, depending on the operations of the DAΦNE collider. The beam spot and divergence can be adjusted, down to sub-mm sizes and 2 mrad (downstream of the vacuum beam-pipe exit window), matching the user needs. We describe of the BTF beam transverse monitor systems based on FitPIX detectors, operating in bus synchronization mode externally timed to the BTF beam. We also describe our custom software allowing the acquisition and synchronization of the beam diagnostics with the users data, using TCP/IP calls to MEMCACHED. The performance of the system in a variety of beam intensity, energy and focusing conditions is reported.",1
5243,2,"A Note on the Problem of Proper Time in Weyl Space–Time We discuss the question of whether or not a general Weyl structure is a suitable mathematical model of space–time. This is an issue that has been in debate since Weyl formulated his unified field theory for the first time. We do not present the discussion from the point of view of a particular unification theory, but instead from a more general standpoint, in which the viability of such a structure as a model of space–time is investigated. Our starting point is the well known axiomatic approach to space–time given by Elhers, Pirani and Schild (EPS). In this framework, we carry out an exhaustive analysis of what is required for a consistent definition for proper time and show that such a definition leads to the prediction of the so-called “second clock effect”. We take the view that if, based on experience, we were to reject space–time models predicting this effect, this could be incorporated as the last axiom in the EPS approach. Finally, we provide a proof that, in this case, we are led to a Weyl integrable space–time as the most general structure that would be suitable to model space–time.",1
5410,2,"Energy Losses of Magnetic Monopoles in Aluminum, Iron and Copper The Energy Losses and Ranges of magnetic monopoles with magnetic charges $1g_{D}$, $2g_{D}$, $3g_{D}$, $6g_{D}$ and $9g_{D}$ in Aluminum, Iron and in Copper are computed, in the different regimes of velocities. The Restricted Energy Losses of monopoles with magnetic charges $1g_{D}$, $2g_{D}$ and $3g_{D}$ in Nuclear Track Detector is also given.",1
5459,2,"MICROSCOPE Mission: First Results of a Space Test of the Equivalence Principle According to the weak equivalence principle, all bodies should fall at the same rate in a gravitational field. The MICROSCOPE satellite, launched in April 2016, aims to test its validity at the 10-15 precision level, by measuring the force required to maintain two test masses (of titanium and platinum alloys) exactly in the same orbit. A nonvanishing result would correspond to a violation of the equivalence principle, or to the discovery of a new long-range force. Analysis of the first data gives δ(Ti,Pt)=[-1±9(stat)±9(syst)]×10-15 (1σ statistical uncertainty) for the titanium-platinum Eötvös parameter characterizing the relative difference in their free-fall accelerations.",1
5477,2,"Effective-one-body waveforms for binary neutron stars using surrogate models Gravitational-wave observations of binary neutron star systems can provide information about the masses, spins, and structure of neutron stars. However, this requires accurate and computationally efficient waveform models that take ≲1  s to evaluate for use in Bayesian parameter estimation codes that perform 107–108 waveform evaluations. We present a surrogate model of a nonspinning effective-one-body waveform model with ℓ=2, 3, and 4 tidal multipole moments that reproduces waveforms of binary neutron star numerical simulations up to merger. The surrogate is built from compact sets of effective-one-body waveform amplitude and phase data that each form a reduced basis. We find that 12 amplitude and 7 phase basis elements are sufficient to reconstruct any binary neutron star waveform with a starting frequency of 10 Hz. The surrogate has maximum errors of 3.8% in amplitude (0.04% excluding the last 100M before merger) and 0.043 rad in phase. This leads to typical mismatches of 10-5−10-4 for Advanced LIGO depending on the component masses, with a worst case match of 7×10-4 when both stars have masses ≥2  M⊙. The version implemented in the LIGO Algorithm Library takes ∼0.07  s to evaluate for a starting frequency of 30 Hz and ∼0.8  s for a starting frequency of 10 Hz, resulting in a speed-up factor of O(103) relative to the original matlab code. This allows parameter estimation codes to run in days to weeks rather than years, and we demonstrate this with a nested sampling run that recovers the masses and tidal parameters of a simulated binary neutron star system.",1
5538,2,"Quantum cloning and teleportation fidelity in the noncommutative phase-space The formulation of the no-cloning theorem in the framework of phase-space noncommutative (NC) quantum mechanics (QM) is examined, and its implications for the computation of quantum cloning probabilities and teleportation fidelity are investigated through the Weyl-Wigner formulation of QM. The principles of QM re-edited in terms of a deformed Heisenberg-Weyl algebra are shown to provide a covariant formulation for the quantum fidelity, through which the results from the no-cloning theorem for the ordinary QM can be reproduced. Besides exhibiting an explicit correspondence between standard and NC QM for Gaussian Wigner functions, our results suggest a feasible interpretation for the NC continuous variable quantum cloning given in terms of quantum teleportation protocols.",1
5558,2,"A hybrid approach for generating ultra-short bunches for advanced accelerator applications Generation of electron beams with high phase-space density, short bunch length and high peak current is an essential requirement for future linear colliders and bright electron beam sources. Unfortunately, such bunches cannot be produced directly from the source since forces from the mutual repulsion of electrons would destroy the brilliance of the beam within a short distance. Here, we detail a beam dynamics study of a two-stage compression scheme that can generate ultra-short bunches without degrading the beam quality. In the first stage, a magnetized beam is compressed with a velocity bunching technique in which the longitudinal phase space is rotated so that electrons on the bunch tail become faster than electrons in the bunch head. In the second stage, the beam is further compressed with a magnetic chicane. With the aid of numerical simulations we show that our two-staged scheme is capable to increase the current of a 50 pC bunch by a notable factor of 100 (from 15 A to 1.5 kA) while the emittance growth can be suppressed to 1% with appropriate tailoring of the initial beam distribution.",1
5577,2,"Phase diagram of electronic systems with quadratic Fermi nodes in $2 < d < 4$: $2+\epsilon$ expansion, $4-\epsilon$ expansion, and functional renormalization group Several materials in the regime of strong spin-orbit interaction such as HgTe, the pyrochlore iridate Pr2Ir2O7, and the half-Heusler compound LaPtBi, as well as various systems related to these three prototype materials, are believed to host a quadratic band touching point at the Fermi level. Recently, it has been proposed that such a three-dimensional gapless state is unstable to a Mott-insulating ground state at low temperatures when the number of band touching points N at the Fermi level is smaller than a certain critical number Nc. We further substantiate and quantify this scenario by various approaches. Using ε expansion near two spatial dimensions, we show that Nc=64/(25ε2)+O(1/ε) and demonstrate that the instability for N<Nc is towards a nematic ground state that can be understood as if the system were under (dynamically generated) uniaxial strain. We also propose a truncation of the functional renormalization group equations in the dynamical bosonization scheme which we show to agree to one-loop order with the results from ε expansion both near two as well as near four dimensions, and which smoothly interpolates between these two perturbatively accessible limits for general 2<d<4. Directly in d=3 we therewith find Nc=1.86, and thus again above the physical N=1. All these results are consistent with the prediction that the interacting ground state of pure, unstrained HgTe, and possibly also Pr2Ir2O7, is a strong topological insulator with a dynamically generated gap—a topological Mott insulator.",1
5584,2,"Detailed Studies of Light Transport in Optical Components of Particle Detectors Scintillator- and ﬁbre-based particle detectors are an indispensable tool in high-energy par-
ticle physics, medical physics and other ﬁelds of application. The potentially very low light
yield, down to a few photons, of the optical detector components in combination with the
inevitable light transport to photodetectors necessitate an optimal design and detailed un-
derstanding of such detectors. Thus, very detailed simulations are needed, which require
a very accurate modelling of the optical physics (optics, scintillation, wavelength-shifting
eﬀects,...), of the optical material properties, and of the optical components. To allow for
a reliable usage also by less experienced users, the necessary complexity and ﬂexibility of
a suitable simulation framework must not lead to an increasing danger of user mistakes.
Additionally, the required eﬀort for creating or modifying a detailed simulation has to be
minimised in order to allow for the fast creation of ﬂexible simulation setups.

In the scope of this thesis, these challenges have been addressed by developing the general
simulation framework GODDeSS. It is an extension of the particle-physics simulation tool
Geant4 and allows for the easy simulation of optical detector components, especially com-
binations of scintillators, optical ﬁbres, and photodetectors. To achieve this, the creation of
simulated setups is automated as much as possible: The material properties of the optical
detector components are speciﬁed via easy-to-read text ﬁles and new object classes allow
for an easy creation of scintillator tiles, optical ﬁbres, reﬂective wrappings and paints, and
photodetectors with basically a single line of code per created object. This results in an
increase of ﬂexibility and at the same time in a reduction of complexity. The user can create
extensive setups within a few lines of code and typical mistakes are avoided, as the pecu-
liarities of Geant4 regarding the conﬁguration of the optical physics processes are treated
automatically by the GODDeSS framework. All this makes GODDeSS an excellent approach
to simplify the detailed simulations of optical detector components, which are necessary for
designing modern particle detectors and for understanding their response.
This thesis introduces the GODDeSS framework, its classes, and its functionality. Further-
more, the extensive eﬀorts to validate it against manufacturer data as well as against test
measurements with prototype setups will be presented. Additionally, detailed simulations
have been performed in order to investigate the optical properties of optical ﬁbres and of the
characteristics of the response of detector modules.",1
5621,2,"Fabrication and cold test of dielectric assist accelerating structure We present the detailed description of a successful design and cold testing of the dielectric assist accelerating (DAA) structure. The DAA structure consists of ultralow-loss dielectric cylinders and disks with irises which are periodically arranged in a metallic enclosure. The advantage of the DAA structure is that it has an extremely high quality factor and a very high shunt impedance at room temperature since the electromagnetic field distribution of accelerating mode can be controlled by dielectric parts so that the wall loss on the metallic surface is greatly reduced. A prototype of the five-cell DAA structure was designed and built at C-band (5.712 GHz), and cold tested. Three types of dielectric cell structure, “regular,” “end,” and “hybrid” dielectric cells, are fabricated by sintering high-purity magnesia. The prototype was assembled by stacking these cells in the hollow copper cylinder, whose two ends are closed by copper plates. The resonant frequency of the prototype was tuned to the desired frequency by machining only end copper plates. The unloaded quality factor of the accelerating mode was measured at 119,314 and the shunt impedance per unit length of the prototype was estimated from the experimental results of the bead pull measurement as Zsh=617  MΩ/m, which were within 2 percent of the design values. The field distribution of accelerating mode was also measured by the bead pull method, and its results agreed well with simulation results.",1
5648,2,"Conserved currents in the Cartan formulation of general relativity We derive the expressions for the local, on-shell closed co-dimension 2 forms in the Cartan formulation of general relativity and explicitly show their equivalence to those of the metric formulation.",1
5726,2,"Many-Body Quantum Interference and the Saturation of Out-of-Time-Order Correlators Out-of-time-order correlators (OTOCs) have been proposed as sensitive probes for chaos in interacting quantum systems. They exhibit a characteristic classical exponential growth, but saturate beyond the so-called scrambling or Ehrenfest time $\tau_{\rm E}$ in the quantum correlated regime. Here we present a path-integral approach for the entire time evolution of OTOCs for bosonic $N$-particle systems. We first show how the growth of OTOCs up to $\tau_{\rm E} = (1/\lambda) \log N$ is related to the Lyapunov exponent $\lambda$ of the corresponding chaotic mean-field dynamics in the semiclassical large-$N$ limit. Beyond $\tau_{\rm E}$, where simple mean-field approaches break down, we identify the underlying quantum mechanism responsible for the saturation. To this end we express OTOCs by coherent sums over contributions from different mean-field solutions and compute the dominant many-body interference term amongst them. Our method further applies to the complementary semiclassical limit $\hbar \rightarrow 0$ for fixed $N$, including quantum-chaotic single- and few-particle systems.",1
5795,2,"Channeling and radiation experiments at SLAC Over the last years, a SLAC-Aarhus-Ferrara-CalPoly collaboration (augmented by members of ANL and MIT) has performed channeling experiments using bent silicon crystals at the SLAC End Station A Test Beam as well as the FACET accelerator test facility. These experiments have revealed a remarkable channeling efficiency of about 24% under our conditions, as well as shown the dechanneling rate to be independent of the beam energy; an unexpected result. Volume reflection appears to be even more efficient with almost the whole beam taking part in the reflection process. In our most recent experiment we have attempted to measure the spectrum of channeling and volume-reflection gamma radiation. The goal of this series of experiments is to develop a crystalline undulator capable of producing narrow-band gamma rays with electron beams. Such a device could have applications in gamma-ray radiography as well as spectroscopic applications.",1
5891,2,"Ridge Waveguide HOM Damping Scheme for High Current SRF Cavity HOM damping is a challenge for high-current SRF linacs possibly generating HOM power at a level of 10 KW per cavity. A rectangular waveguide used as a natural high pass filter is a good option as high power, large spectrum HOM damper. However, its size is too big, causing a big challenge for the cooling and cryogenic system. A reliable, compact HOM damping scheme using a ridged waveguide is being developed to damp high power (&gt; 10 kW), large spectrum HOMs ( up to 40 GHz) that may be generated in the 647 MHz 5-cell eRHIC ERL SRF linac. The size of a ridged waveguide is less than a quarter of the regular waveguide, which alleviates the thermal issue. This paper presents the design of a ridged waveguide and estimated HOM damping results using a ridged waveguide. The thermal or cooling design of the ridged waveguide will also be addressed.",1
5921,2,"$\mathbb{Z}_2\times \mathbb{Z}_2$-graded Lie symmetries of the Lévy-Leblond equations The ${\mathbb Z}$ first-order differential Lévy-Leblond equations (LLEs) are the non-relativistic analogs of the Dirac equation, being square roots of ($1+d$)-dimensional Schrödinger or heat equations. Just like the Dirac equation, the LLEs possess a natural supersymmetry. In previous works it was shown that non-supersymmetric partial differential equations (notably the Schrödinger equations for free particles or in the presence of a harmonic potential), admit a natural ${\mathbb Z}_2$-graded Lie symmetry. In this paper we show that, for a certain class of supersymmetric partial differential equation, a natural ${\mathbb Z}_2\times{\mathbb Z}_2$-graded Lie symmetry appears. In particular, we exhaustively investigate the symmetries of the $(1+1)$-dimensional Lévy-Leblond equations, both in the free case and for the harmonic potential. In the free case a ${\mathbb Z}_2\times{\mathbb Z}_2$-graded Lie superalgebra, realized by first- and second-order differential symmetry operators, is found. In the presence of a non-vanishing quadratic potential, the Schrödinger invariance is maintained, while the ${\mathbb Z}_2$- and ${\mathbb Z}_2\times{\mathbb Z}_2$-graded extensions are no longer allowed. The construction of the ${\mathbb Z}_2\times {\mathbb Z}_2$-graded Lie symmetry of the ($1+2$)-dimensional free heat LLE introduces a new feature, explaining the existence of first-order differential symmetry operators not entering the super Schrödinger algebra.",1
5924,2,Integrated cooling channels in position-sensitive silicon detectors We present an approach to construct position-sensitive silicon detectors with an integrated cooling circuit. Tests on samples demonstrate that a very modest liquid flow very effectively cool the devices up to a power dissipation of over 10 W/cm(2). The liquid flow is found to have a negligible impact on the mechanical stability. A finite-element simulation predicts the cooling performance to an accuracy of approximately 10%.,1
6104,2,"Observation of Quasichanneling Oscillations We report on the first experimental observations of quasichanneling oscillations, recently seen in simulations and described theoretically. Although above-barrier particles penetrating a single crystal are generally seen as behaving almost as in an amorphous substance, distinct oscillation peaks nevertheless appear for particles in that category. The quasichanneling oscillations were observed at SLAC National Accelerator Laboratory by aiming 20.35 GeV positrons and electrons at a thin silicon crystal bent to a radius of R=0.15  m, exploiting the quasimosaic effect. For electrons, two relatively faint quasichanneling peaks were observed, while for positrons, seven quasichanneling peaks were clearly identified.",1
6197,2,"Information transport in classical statistical systems For “static memory materials” the bulk properties depend on boundary conditions. Such materials can be realized by classical statistical systems which admit no unique equilibrium state. We describe the propagation of information from the boundary to the bulk by classical wave functions. The dependence of wave functions on the location of hypersurfaces in the bulk is governed by a linear evolution equation that can be viewed as a generalized Schrödinger equation. Classical wave functions obey the superposition principle, with local probabilities realized as bilinears of wave functions. For static memory materials the evolution within a subsector is unitary, as characteristic for the time evolution in quantum mechanics. The space-dependence in static memory materials can be used as an analogue representation of the time evolution in quantum mechanics – such materials are “quantum simulators”. For example, an asymmetric Ising model on a Euclidean two-dimensional lattice represents the time evolution of free relativistic fermions in two-dimensional Minkowski space.",1
6260,2,"Signals for invisible matter from solar-terrestrial observations Gravitational lensing of invisible streaming matter towards the Sun or the Earth could be the explanation of puzzling solar/terrestrial phenomena. We have analyzed solar flares, EUV emission and also the global ionization content of the Earth atmosphere. Assuming that this invisible matter has some form of interaction with normal matter and that there exist preferred directions in its flow, then one would expect an enhanced activity at certain planetary longitudes, which is also observed. The broad velocity spectrum of the assumed constituents makes it difficult at this stage to identify the origin of the stream(s) or the nature of its constituents.",1
6271,2,"Partial time-reversal transformation and entanglement negativity in fermionic systems The partial transpose of density matrices in many-body quantum systems, in which one takes the transpose only for a subsystem of the full Hilbert space, has been recognized as a useful tool to diagnose quantum entanglement. It can be used, for example, to define the (logarithmic) negativity. For fermionic systems, it has been known that the partial transpose of Gaussian fermionic density matrices is not Gaussian. In this work, we propose to use partial time-reversal transformation to define (an analog of) the entanglement negativity and related quantities. We demonstrate, for the symmetry-protected topological phase realized in the Kitaev chain, the conventional definition of the partial transpose (and hence the entanglement negativity) fails to capture the formation of the edge Majorana fermions, while the partial time reversal computes the quantum dimension of the Majorana fermions. Furthermore, we show that the partial time reversal of fermionic density matrices is Gaussian and can be computed efficiently. Various results (both numerical and analytical) for the entanglement negativity using the partial time reversal are presented for (1+1)-dimensional conformal field theories, and also for fermionic disordered systems (random single phases).",1
6500,2,"Microscopic studies on nuclear spin-isospin properties—a personal perspective on covariant density functional theory Spin and isospin are essential degrees of freedom in nuclear systems, and the relevant studies on their properties play important roles not only in nuclear physics but also in nuclear astrophysics, particle physics, and so on. In this presentation for the IUPAP Young Scientist Prize 2016, I would like to introduce the microscopic studies on nuclear spin-isospin properties in the framework of covariant density functional theory (DFT), by taking a few works that I have been joining in as examples. It is seen that the covariant scheme plays an important role in describing the spin properties in a consistent way, such as the spin-orbit splitting, the pseudospin symmetry, etc. Meanwhile, the Fock terms play important roles in describing the isospin properties fully self-consistently, such as the Gamow-Teller and spin-dipole resonances, the isospin-symmetry-breaking corrections to nuclear superallowed $\beta$ transitions, etc. To connect the covariant DFT to more fundamental theories, an \textit{ab initio} relativistic Brueckner-Hartree-Fock theory for finite nuclei is introduced, and a personal perspective for the coming decade is also illustrated.",1
6518,2,"Curve counting on elliptic Calabi-Yau threefolds via derived categories We prove the elliptic transformation law of Jacobi forms for the generating series of Pandharipande--Thomas invariants of an elliptic Calabi--Yau 3-fold over a reduced class in the base. This proves part of a conjecture by Huang, Katz, and Klemm. For the proof we construct an involution of the derived category and use wall-crossing methods. We express the generating series of PT invariants in terms of low genus Gromov--Witten invariants and universal Jacobi forms. As applications we prove new formulas and recover several known formulas for the PT invariants of $\mathrm{K3} \times E$, abelian 3-folds, and the STU-model. We prove that the generating series of curve counting invariants for $\mathrm{K3} \times E$ with respect to a primitive class on the $\mathrm{K3}$ is a quasi-Jacobi form of weight -10. This provides strong evidence for the Igusa cusp form conjecture.",1
6523,2,"Neutron Star Mass Distribution in Binaries Massive neutron stars with ∼ 2M(ʘ) have been observed in neutron star-white dwarf binaries. On the other hand, well-measured neutron star masses in double-neutron-star binaries are still consistent with the limit of 1.5M(ʘ). These observations raised questions on the neutron star equations of state and the neutron star binary evolution processes. In this presentation, a hypothesis of super-Eddington accretion and its implications are discussed. We argue that a 2M(ʘ) neutron star is an outcome of the super-Eddington accretion during the evolution of neutron star-white dwarf binary progenitors. We also suggest the possibility of the existence of new type of neutron star binary which consists of a typical neutron star and a massive compact companion (high-mass neutron star or black hole) with M ≥ 2M(ʘ).",1
6534,2,"Phase Structure of XX0 Spin Chain and Nonintersecting Brownian Motion We study finite size and temperature XX0 Heisenberg spin chain in weak and strong coupling regimes. By using an elegant connection of the model to integrable combinatorics and probability, we explore and interpret a possible phase structure of the model in asymptotic limit: the limit of large inverse temperature and size. First, the partition function and free energy of the model are derived by using techniques and results from random matrix models and nonintersecting Brownian motion. We show that, in the asymptotic limit, partition function of the model, written in terms of matrix integral, is governed by the Tracy–Widom distribution. Second, the exact analytic results for the free energy, which is obtained by the asymptotic analysis of the Tracy–Widom distribution, indicate a completely new and sophisticated phase structure of the model. This phase structure consists of second- and third-order phase transitions. Finally, to shed light on our new results, we provide a possible new interpretation of the phase structure in terms of dynamical behaviour of magnons in the spin chain. We demonstrate distinct features of the phases with schematic spin configurations which have definite features in each region of the phase diagram.",1
6606,2,"The anisotropic distribution of the dark energy within the scope of LRS Bianchi type I model We investigate the anisotropic locally rotationally symmetric (LRS) Bianchi type I cosmological model with dark matter and anisotropic dark energy. We assume that the shear scalar $(\sigma )$ is proportional to expansion scalar  $(\theta )$ . A special law is introduced for two skewness parameters that describe the deviation of pressure from isotropy. This law can lead to models: the hybrid expansion, the big rip and the little rip. The behavior of the Universe is discussed depending on the numerical parameters of the models.",1
6631,2,"Cascading RF deflectors in compact beam spreader schemes This paper describes beam distribution schemes based on transverse electric field radio-frequency deflectors (RFD) as fast-switching devices and provides numerical relationships between their respective frequencies and phases. The adoption of compact transverse deflecting cavities represents an ideal solution for the design of high repetition rate ( > 1 MHz), compact beam distribution systems. While directly applicable to modern FEL facilities, this approach also provides opportunities for expanding existing beam delivery systems with additional experimental areas simultaneously feeding multiple beamlines. We derive the formalism for cascading RFDs by adopting the proper choice of deflector frequencies which can generate a large variety of beam switch yard topologies. We present for reference a potential application operating at an rf frequency of 325 MHz with the comparison of three possible distinct compact rf deflectors: a superconducting rf-dipole, a normal conducting rf-dipole, and a normal conducting 4-rod design.",1
6719,2,"art@CMS SciArt Workshops Recent developments in science education policy and practice suggest that successful learning in the 21st century requires the horizontal connectedness across areas of knowledge by linking the arts and humanities with science, technology, engineering and mathematics (STEM) subjects. The rapidly increasing STEAM movement calls for arts integration into science teaching and learning to help school students develop skills that are necessary to thrive in an innovation economy. Education and outreach in high - energy physics are not an exception to these developments. This paper outlines a series of learning activities for students at secondary and tertiary level that use a cross - disciplinary approach to fostering creativity and imagination in physics education and outreach.",1
6742,2,"Low- and intermediate-energy stopping power of protons and antiprotons in solid targets In this paper we propose a nonperturbative approximation to electronic stopping power based on the central screened potential of a projectile moving in a free-electron gas, by Nagy and Apagyi [Phys. Rev. A 58, R1653 (1998)PLRAAN1050-294710.1103/PhysRevA.58.R1653]. We used this model to evaluate the energy loss of protons and antiprotons in ten solid targets: Cr, C, Ni, Be, Ti, Si, Al, Ge, Pb, Li, and Rb. They were chosen as canonicals because they have reliable Wigner-Seitz radius, rs=1.48 to 5.31, which cover most of the possible metallic solids. Present low-velocity results agree well with the experimental data for both proton and antiproton impact. Our formalism describes the binary collision of the projectile and one electron of the free-electron gas. It does not include the collective or plasmon excitations, which are important in the intermediate- and high-velocity regime. The distinguishing feature of this contribution is that by using the present model for low to intermediate energies and the Lindhard dielectric formalism for intermediate to high energies, we describe the stopping due to free-electron gas in an extensive energy range. Moreover, by adding the inner-shell contribution using the shellwise local plasma approximation, we are able to describe all the available experimental data in the low-, intermediate-, and high-energy regions.",1
6746,2,"CMB-lensing beyond the Born approximation We investigate the weak lensing corrections to the cosmic microwave background temperature anisotropies considering effects beyond the Born approximation. To this aim, we use the small deflection angle approximation, to connect the lensed and unlensed power spectra, via expressions for the deflection angles up to third order in the gravitational potential. While the small deflection angle approximation has the drawback to be reliable only for multipoles ℓ lesssim 2500, it allows us to consistently take into account the non-Gaussian nature of cosmological perturbation theory beyond the linear level. The contribution to the lensed temperature power spectrum coming from the non-Gaussian nature of the deflection angle at higher order is a new effect which has not been taken into account in the literature so far. It turns out to be the leading contribution among the post-Born lensing corrections. On the other hand, the effect is smaller than corrections coming from non-linearities in the matter power spectrum, and its imprint on CMB lensing is too small to be seen in present experiments.",1
6865,2,"openSE: A Systems engineering framework particularly suited to particle accelerator studies and development projects Particle accelerator projects share many characteristics with industrial projects. However, experience has shown that best practice of industrial project management is not always well suited to particle accelerator projects. Major differences include the number and complexity of technologies involved, the importance of collaborative work, development phases that can last more than a decade, and the importance of telerobotics and remote handling to address future preventive and corrective maintenance requirements due to induced radioactivity, to cite just a few. The openSE framework is a systems engineering and project management framework specifically designed for scientific facilities' systems and equipment studies and development projects. Best practices in project management, in systems and requirements engineering, in telerobotics and remote handling and in radiation safety management were used as sources of inspiration, together with analysis of current practices surveyed at CERN, GSI and ESS.",1
6867,2,"Solution of the $\kappa$-deformed Dirac equation with scalar, vector and tensor interactions in the context of pseudospin and spin symmetries The deformed Dirac equation invariant under the $\kappa$-Poincar\'{e}-Hopf quantum algebra in the context of minimum, vector and scalar couplings under spin and pseudospin symmetric limits is considered. Expressions for the energy eigenvalues and wave functions are determined for both symmetry limits. We verify that the energies and wave functions of the particle are modified by the deformation parameter.",1
6896,2,"Physical basis for the electron spin and antisymmetry: A first-principles explanation We present a possible physical explanation for the origin of both the electron spin and the related antisymmetry of the wave function, in the framework of (nonrelativistic) quantum mechanics as provided by linear stochastic electrodynamics. A separate consideration of the coupling of the electron with circularly polarized modes of the electromagnetic vac- uum, taken as a real fluctuating field, allows to disclose the spin angular momentum and the associated magnetic moment with a g-factor 2, and to establish the connection with the usual operator formalism. Further, in a bipartite system the electrons are shown to couple in antiphase to the same vacuum field modes. This finding, encoded in the antisymmetry of the wave function, provides a physical rationale for the Pauli principle. The extension of our results to a multipartite system is briefly discussed.",1
